Date,Time,CED_METER_READING,CED_DAILY CONS.,Oven_METER _READING,Oven_DAILY _CONS.,PT_METER READING,PT_DAILY CONS.,REC_METER_READING,REC_DAILY_CONS.,CH1_METER READING,CH1_DAILY_CONS.,CH2_METER_READING,CH2_DAILY_CONS.,GasFlow_MR_kg,GasFlow_DC_kg
,,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,Kg,Kg
9/26/2019,5:18:04,222124,56,200653,8,91330,30,80833,0,25388,2,736066,660,2104.213,0
9/26/2019,13:48:03,222235,111,201062,407,91561,231,81139,305,25431,43,737448,1382,2296.304,191.3853
9/26/2019,22:18:03,222319,84,201424,362,91607,47,81216,78,25459,28,738430,978,2367.18,71.58203
9/27/2019,5:18:02,222375,56,201431,8,91609,2,81216,0,25461,2,739076,653,2367.18,0
9/27/2019,13:48:02,222468,92,201706,274,91783,173,81404,186,25478,17,739975,894,2486.926,118.8066
9/27/2019,22:18:01,222568,101,202183,476,91906,124,81601,198,25523,45,741073,1102,2630.479,144.4922
9/28/2019,5:18:01,222624,56,202191,10,91924,17,81601,0,25525,2,741671,598,2630.479,0
9/28/2019,13:48:00,222729,104,202603,410,92115,192,81763,162,25527,2,742927,1255,2828.125,196.697
9/28/2019,22:18:00,222798,70,202837,236,92118,3,81763,0,25529,2,743768,838,2829.545,2.132813
9/29/2019,5:17:59,222852,54,202844,7,92126,8,81763,0,25530,1,744232,468,2829.545,0
9/29/2019,13:47:59,222930,78,202853,9,92130,4,81763,0,25533,3,744658,423,2829.545,0
9/29/2019,22:17:58,222996,66,202862,9,92134,4,81763,0,25535,2,745097,438,2829.545,0
9/30/2019,5:17:58,223050,54,202870,8,92137,3,81763,0,25537,2,745266,171,2829.545,0
9/30/2019,13:47:57,223126,75,202879,8,92140,3,81763,0,25562,25,745737,472,2829.545,0
9/30/2019,22:17:57,223194,69,202887,9,92150,10,81763,0,25579,17,746263,526,2829.545,0
10/1/2019,5:17:56,223248,54,202895,8,92153,3,81763,0,25581,2,746686,423,2829.545,0
10/1/2019,13:47:57,223340,92,203182,286,92333,179,81967,203,25609,28,747429,737,2956.083,125.5942
10/1/2019,22:17:56,223440,99,203652,469,92456,124,82182,216,25661,52,748482,1058,3107.647,152.2715
10/2/2019,5:17:55,223494,54,203694,44,92458,2,82182,0,25663,2,748891,406,3107.647,0
10/2/2019,13:47:54,223559,65,203703,9,92461,3,82182,0,25665,2,749575,683,3107.647,0
10/2/2019,22:17:54,223625,66,203712,9,92464,3,82182,0,25667,2,749893,322,3107.647,0
10/3/2019,5:17:53,223679,54,203719,7,92473,9,82182,0,25700,33,750376,483,3107.647,0
10/3/2019,13:47:53,223776,97,203988,267,92651,177,82347,164,25737,37,751054,669,3224.887,116.2961
10/3/2019,22:17:52,223877,100,204459,470,92767,117,82541,195,25811,74,751996,942,3370.367,146.4238
10/4/2019,5:17:52,223933,57,204525,66,92786,19,82541,0,25819,8,752347,358,3370.367,0
10/4/2019,13:47:51,224027,93,204798,273,92966,179,82746,204,25822,3,753373,1018,3490.954,119.6404
10/4/2019,22:17:51,224122,96,205089,292,93082,117,82933,188,25851,29,754422,1052,3632.546,142.3008
10/5/2019,5:17:50,224179,57,205097,8,93085,3,82933,0,25853,2,754793,373,3632.546,0
10/5/2019,13:47:50,224273,93,205370,271,93263,177,83130,195,25880,27,755750,959,3753.007,119.5122
10/5/2019,22:17:49,224369,96,205646,278,93370,108,83318,190,25939,59,756577,827,3888.461,136.1665
10/6/2019,5:17:49,224423,55,205654,8,93376,6,83318,0,25941,2,756730,153,3888.461,0
10/6/2019,13:47:49,224492,69,205662,8,93379,3,83318,0,25975,34,757184,454,3888.461,0
10/6/2019,22:17:48,224557,65,205671,9,93382,3,83318,0,25990,15,757586,402,3888.461,0
10/7/2019,5:17:47,224612,54,205679,8,93395,13,83318,0,26016,26,757949,363,3888.461,0
10/7/2019,13:47:48,224712,101,205960,279,93579,183,83512,192,26043,27,758496,543,4010.852,121.439
10/7/2019,22:17:46,224809,97,206231,273,93699,121,83731,221,26107,64,759417,918,4146.976,136.8379
10/8/2019,5:17:46,224865,56,206239,8,93703,4,83731,0,26109,2,759688,278,4146.976,0
10/8/2019,13:47:45,224932,66,206248,8,93705,2,83731,0,26127,18,760043,346,4146.976,0
10/8/2019,22:17:45,224986,55,206256,9,93708,3,83731,0,26150,23,760561,526,4146.976,0
10/9/2019,5:17:44,225030,44,206264,8,93710,2,83731,0,26151,1,760841,276,4146.976,0
10/9/2019,13:47:43,225107,77,206438,172,93896,185,83831,98,26169,18,761441,604,4211.109,63.19678
10/9/2019,22:17:43,225209,102,206728,292,94021,126,84069,240,26216,47,762480,1036,4356.75,146.5767
10/10/2019,5:17:42,225264,55,206734,6,94023,2,84069,0,26218,2,762781,301,4356.75,0
10/10/2019,13:47:42,225353,89,207000,265,94231,207,84264,193,26262,43,763571,788,4467.154,109.4697
10/10/2019,22:17:41,225453,100,207282,283,94349,119,84491,228,26313,52,764513,938,4606.675,140.2212
10/11/2019,5:17:41,225509,56,207289,7,94363,14,84491,0,26315,2,764872,366,4606.675,0
10/11/2019,13:47:40,225603,93,207575,284,94552,188,84699,206,26334,19,765833,953,4734.257,126.646
10/11/2019,22:17:40,225700,98,207841,267,94654,103,84888,191,26392,58,766743,914,4863.827,130.5059
10/12/2019,5:17:39,225753,53,207848,7,94657,3,84888,0,26394,2,767163,421,4863.827,0
10/12/2019,13:47:39,225848,95,208118,268,94824,166,85113,223,26430,36,767976,812,4980.945,116.1646
10/12/2019,22:17:39,225943,95,208380,264,94914,91,85288,177,26469,39,769114,1138,5110.373,130.1426
10/13/2019,5:17:38,226004,61,208387,7,94925,11,85288,0,26470,1,769514,399,5110.373,0
10/13/2019,13:47:37,226077,72,208396,9,94927,2,85288,0,26472,2,770071,556,5110.373,0
10/13/2019,22:17:36,226144,68,208405,9,94930,3,85288,0,26474,2,770706,635,5110.373,0
10/14/2019,5:17:36,226200,56,208412,7,94932,2,85288,0,26496,22,771049,344,5110.373,0
10/14/2019,13:47:35,226291,91,208664,250,95116,183,85485,196,26532,36,771691,636,5216.078,104.7539
10/14/2019,22:17:35,226395,104,208952,290,95232,117,85690,206,26603,71,772725,1042,5358.154,143.0273
10/15/2019,5:17:34,226451,55,208959,7,95234,2,85690,0,26604,1,773173,445,5358.154,0
10/15/2019,13:47:34,226543,92,209230,269,95424,189,85908,217,26632,28,774151,977,5477.318,118.2192
10/15/2019,22:17:33,226638,96,209494,266,95521,98,86090,183,26688,56,775143,996,5605.721,129.1128
10/16/2019,5:17:33,226693,55,209501,7,95524,3,86090,0,26689,1,775331,188,5605.721,0
10/16/2019,13:47:32,226770,77,209510,9,95525,1,86090,0,26715,26,775793,453,5605.721,0
10/16/2019,22:17:32,226838,67,209519,9,95529,4,86090,0,26741,26,776415,630,5605.721,0
10/17/2019,5:17:31,226893,56,209527,8,95531,2,86090,0,26759,17,776774,356,5605.721,0
10/17/2019,13:47:31,226985,92,209813,284,95728,196,86299,207,26792,33,777361,580,5731.148,124.4858
10/17/2019,22:17:30,227081,96,210022,210,95805,78,86420,123,26830,39,778264,911,5829.738,99.53174
10/18/2019,5:17:30,227137,56,210029,7,95808,3,86420,0,26832,2,778679,415,5829.738,0
10/18/2019,13:47:29,227229,92,210322,291,95985,177,86612,191,26851,19,779567,884,5929.231,98.54492
10/18/2019,22:17:28,227317,88,210481,160,96043,58,86704,93,26865,14,780564,996,6000.953,72.66943
10/19/2019,5:17:28,227371,54,210489,8,96046,3,86704,0,26867,2,780878,317,6000.953,0
10/19/2019,13:47:27,227466,94,210768,278,96218,171,86880,174,26869,2,781826,943,6122.876,120.9731
10/19/2019,22:17:27,227548,83,210887,120,96251,34,86926,47,26878,9,782736,911,6172.1,50.17383
10/20/2019,5:17:26,227603,54,210895,8,96259,8,86926,0,26880,2,783030,297,6172.1,0
10/20/2019,13:47:26,227677,75,210904,9,96263,4,86926,0,26882,2,783507,475,6172.1,0
10/20/2019,22:17:25,227744,67,210913,9,96266,3,86926,0,26884,2,783793,284,6172.1,0
10/21/2019,5:17:25,227799,55,210920,7,96269,3,86926,0,26886,2,783946,156,6172.1,0
10/21/2019,13:47:24,227870,70,210929,9,96271,2,86926,0,26900,14,784406,460,6172.1,0
10/21/2019,22:17:24,227936,67,210938,9,96274,3,86926,0,26910,10,784920,513,6172.1,0
10/22/2019,5:17:23,227991,54,210945,7,96326,51,86926,0,26911,1,785194,275,6172.1,0
10/22/2019,13:47:22,228105,114,211391,445,96553,226,87274,346,26936,25,786173,971,6382.516,209.4624
11/28/2019,13:46:42,236039,105,229558,425,103943,226,95418,348,27838,2,824198,482,12060.11,199.1494
